CBSA,MDIV,STCOU,NAME,LSAD,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,NPOPCHG2020,NPOPCHG2021,BIRTHS2020,BIRTHS2021,DEATHS2020,DEATHS2021,NATURALCHG2020,NATURALCHG2021,INTERNATIONALMIG2020,INTERNATIONALMIG2021,DOMESTICMIG2020,DOMESTICMIG2021,NETMIG2020,NETMIG2021,RESIDUAL2020,RESIDUAL2021
27140,,,"Jackson, MS",Metropolitan Statistical Area,591978,590626,587202,-1352,-3424,1662,7037,1748,6896,-86,141,-4,85,-1266,-3656,-1270,-3571,4,6
27180,,,"Jackson, TN",Metropolitan Statistical Area,180504,180383,180799,-121,416,533,2032,747,2492,-214,-460,0,35,100,816,100,851,-7,25
27260,,,"Jacksonville, FL",Metropolitan Statistical Area,1605848,1611388,1637666,5540,26278,4336,17934,4139,17313,197,621,82,1042,5247,24815,5329,25857,14,-200
27340,,,"Jacksonville, NC",Metropolitan Statistical Area,204576,204735,206160,159,1425,886,3599,394,1397,492,2202,21,-154,-367,-650,-346,-804,13,27
27500,,,"Janesville-Beloit, WI",Metropolitan Statistical Area,163687,163643,164381,-44,738,464,1817,468,1866,-4,-49,0,12,-36,752,-36,764,-4,23
27620,,,"Jefferson City, MO",Metropolitan Statistical Area,150309,150199,150706,-110,507,388,1599,466,1689,-78,-90,1,39,-30,539,-29,578,-3,19
27740,,,"Johnson City, TN",Metropolitan Statistical Area,207285,207262,208068,-23,806,397,1770,771,3005,-374,-1235,0,46,364,1983,364,2029,-13,12
27780,,,"Johnstown, PA",Metropolitan Statistical Area,133472,132957,132167,-515,-790,305,1154,604,2076,-299,-922,-1,4,-202,112,-203,116,-13,16
27860,,,"Jonesboro, AR",Metropolitan Statistical Area,134196,134469,134878,273,409,428,1633,366,1636,62,-3,0,34,205,357,205,391,6,21
27900,,,"Joplin, MO",Metropolitan Statistical Area,181409,181379,182541,-30,1162,516,2151,567,2201,-51,-50,-3,93,27,1096,24,1189,-3,23
27980,,,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area,164754,164655,164221,-99,-434,427,1766,431,1628,-4,138,5,157,-91,-749,-86,-592,-9,20
28020,,,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,261670,261629,261108,-41,-521,746,2901,699,2650,47,251,6,161,-96,-973,-90,-812,2,40
28100,,,"Kankakee, IL",Metropolitan Statistical Area,107502,107236,106601,-266,-635,291,1207,330,1366,-39,-159,0,24,-228,-515,-228,-491,1,15
28140,,,"Kansas City, MO-KS",Metropolitan Statistical Area,2192035,2193578,2199490,1543,5912,6423,25348,5479,21689,944,3659,26,1168,561,748,587,1916,12,337
28420,,,"Kennewick-Richland, WA",Metropolitan Statistical Area,303622,304306,308293,684,3987,965,3928,682,2504,283,1424,13,231,376,2300,389,2531,12,32
28660,,,"Killeen-Temple, TX",Metropolitan Statistical Area,475367,476784,486101,1417,9317,1670,7008,935,3826,735,3182,21,47,626,6065,647,6112,35,23
28700,,,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,307614,307406,308661,-208,1255,642,2592,1255,4935,-613,-2343,-2,18,434,3595,432,3613,-27,-15
28740,,,"Kingston, NY",Metropolitan Statistical Area,181851,181687,182951,-164,1264,382,1493,526,2081,-144,-588,0,85,-6,1764,-6,1849,-14,3
28940,,,"Knoxville, TN",Metropolitan Statistical Area,879773,881628,893412,1855,11784,2209,8712,2838,11237,-629,-2525,2,164,2503,14218,2505,14382,-21,-73
29020,,,"Kokomo, IN",Metropolitan Statistical Area,83658,83619,83687,-39,68,264,953,312,1250,-48,-297,4,23,10,332,14,355,-5,10
29100,,,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,139627,139670,139211,43,-459,382,1254,382,1399,0,-145,0,20,46,-355,46,-335,-3,21
29180,,,"Lafayette, LA",Metropolitan Statistical Area,478384,478077,479212,-307,1135,1383,6068,1309,5392,74,676,1,218,-389,175,-388,393,7,66
29200,,,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,223716,223679,224709,-37,1030,607,2342,483,1861,124,481,37,659,-207,-158,-170,501,9,48
29340,,,"Lake Charles, LA",Metropolitan Statistical Area,222402,222035,210362,-367,-11673,713,2897,642,2535,71,362,2,90,-444,-11914,-442,-11824,4,-211
29420,,,"Lake Havasu City-Kingman, AZ",Metropolitan Statistical Area,213267,214070,217692,803,3622,406,1671,1030,4021,-624,-2350,-7,-27,1466,6072,1459,6045,-32,-73
29460,,,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,725046,729233,753520,4187,24287,1878,8086,2291,8962,-413,-876,69,578,4543,24939,4612,25517,-12,-354
29540,,,"Lancaster, PA",Metropolitan Statistical Area,552984,552597,553652,-387,1055,1522,6685,1585,6149,-63,536,11,322,-316,86,-305,408,-19,111
29620,,,"Lansing-East Lansing, MI",Metropolitan Statistical Area,541297,540737,540281,-560,-456,1397,5367,1404,5660,-7,-293,9,375,-561,-635,-552,-260,-1,97
29700,,,"Laredo, TX",Metropolitan Statistical Area,267114,267234,267945,120,711,1058,4482,445,1713,613,2769,42,155,-563,-2241,-521,-2086,28,28
29740,,,"Las Cruces, NM",Metropolitan Statistical Area,219561,219899,221508,338,1609,599,2506,572,2175,27,331,17,184,294,1057,311,1241,0,37
29820,,,"Las Vegas-Henderson-Paradise, NV",Metropolitan Statistical Area,2265461,2273386,2292476,7925,19090,6101,25488,5482,22163,619,3325,135,2036,7086,13359,7221,15395,85,370
29940,,,"Lawrence, KS",Metropolitan Statistical Area,118785,118814,119363,29,549,294,1009,190,854,104,155,0,83,-81,280,-81,363,6,31
30020,,,"Lawton, OK",Metropolitan Statistical Area,126652,126672,127543,20,871,460,1676,313,1402,147,274,18,17,-150,561,-132,578,5,19
30140,,,"Lebanon, PA",Metropolitan Statistical Area,143257,143242,143493,-15,251,383,1530,443,1843,-60,-313,4,118,49,420,53,538,-8,26
30300,,,"Lewiston, ID-WA",Metropolitan Statistical Area,64375,64378,64851,3,473,160,661,252,849,-92,-188,0,3,99,657,99,660,-4,1
30340,,,"Lewiston-Auburn, ME",Metropolitan Statistical Area,111139,111039,111034,-100,-5,270,1094,365,1384,-95,-290,1,87,-3,183,-2,270,-3,15
30460,,,"Lexington-Fayette, KY",Metropolitan Statistical Area,516811,517028,517846,217,818,1462,5721,1375,5008,87,713,12,244,109,-201,121,43,9,62
30620,,,"Lima, OH",Metropolitan Statistical Area,102206,102059,101670,-147,-389,298,1166,314,1361,-16,-195,0,8,-129,-220,-129,-212,-2,18
30700,,,"Lincoln, NE",Metropolitan Statistical Area,340217,340515,342117,298,1602,990,3726,749,2757,241,969,4,182,49,374,53,556,4,77
30780,,,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,748031,748434,750936,403,2502,2179,8865,2168,8595,11,270,10,207,379,1954,389,2161,3,71
30860,,,"Logan, UT-ID",Metropolitan Statistical Area,147348,147796,152083,448,4287,566,2212,197,754,369,1458,2,68,63,2778,65,2846,14,-17
30980,,,"Longview, TX",Metropolitan Statistical Area,286184,286153,287868,-31,1715,801,3418,879,3531,-78,-113,-1,33,48,1777,47,1810,0,18
31020,,,"Longview, WA",Metropolitan Statistical Area,110730,110924,111524,194,600,332,1186,380,1388,-48,-202,2,22,244,770,246,792,-4,10
31080,,,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,13200998,13173266,12997353,-27732,-175913,31900,132063,26762,107458,5138,24605,-529,5237,-32750,-204776,-33279,-199539,409,-979
31140,,,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,1285439,1285058,1284566,-381,-492,3486,14387,3982,15256,-496,-869,27,618,99,-358,126,260,-11,117
31180,,,"Lubbock, TX",Metropolitan Statistical Area,321368,322123,325245,755,3122,1010,4090,823,3292,187,798,-1,182,551,2091,550,2273,18,51
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,261593,261408,262258,-185,850,632,2674,825,3300,-193,-626,4,173,18,1287,22,1460,-14,16
31420,,,"Macon-Bibb County, GA",Metropolitan Statistical Area,233802,233592,233883,-210,291,617,2596,809,3112,-192,-516,0,64,-12,722,-12,786,-6,21
31460,,,"Madera, CA",Metropolitan Statistical Area,156255,156620,159410,365,2790,534,2069,336,1302,198,767,-2,-94,165,2127,163,2033,4,-10
31540,,,"Madison, WI",Metropolitan Statistical Area,680796,681484,683183,688,1699,1802,6628,1402,5460,400,1168,34,684,245,-299,279,385,9,146
31700,,,"Manchester-Nashua, NH",Metropolitan Statistical Area,422937,422705,424079,-232,1374,978,3990,1079,4325,-101,-335,47,666,-172,959,-125,1625,-6,84
31740,,,"Manhattan, KS",Metropolitan Statistical Area,134046,134135,133932,89,-203,501,1941,240,886,261,1055,-1,63,-178,-1306,-179,-1243,7,-15
31860,,,"Mankato, MN",Metropolitan Statistical Area,103566,103663,103612,97,-51,285,1016,224,808,61,208,0,79,34,-353,34,-274,2,15
31900,,,"Mansfield, OH",Metropolitan Statistical Area,124936,124840,125195,-96,355,314,1358,424,1720,-110,-362,-1,13,23,692,22,705,-8,12
32580,,,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,870781,872204,880356,1423,8152,3214,13191,1450,5852,1764,7339,-80,15,-325,554,-405,569,64,244
32780,,,"Medford, OR",Metropolitan Statistical Area,223259,223394,223734,135,340,530,2086,733,2903,-203,-817,1,-17,356,1162,357,1145,-19,12
32820,,,"Memphis, TN-MS-AR",Metropolitan Statistical Area,1337779,1337311,1336103,-468,-1208,4146,16824,4058,15392,88,1432,10,269,-602,-3041,-592,-2772,36,132
32900,,,"Merced, CA",Metropolitan Statistical Area,281202,281726,286461,524,4735,976,3737,588,2224,388,1513,0,-85,119,3305,119,3220,17,2
33100,,,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,6138333,6126441,6091747,-11892,-34694,15069,62222,16372,64333,-1303,-2111,1265,22764,-11684,-55305,-10419,-32541,-170,-42
33140,,,"Michigan City-La Porte, IN",Metropolitan Statistical Area,112417,112222,112390,-195,168,276,1137,374,1464,-98,-327,0,23,-93,456,-93,479,-4,16
33220,,,"Midland, MI",Metropolitan Statistical Area,83494,83476,83457,-18,-19,206,855,207,900,-1,-45,0,30,-13,-17,-13,13,-4,13
33260,,,"Midland, TX",Metropolitan Statistical Area,175220,175471,173180,251,-2291,745,2923,355,1416,390,1507,0,150,-157,-3913,-157,-3763,18,-35
33340,,,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,1574731,1573598,1566487,-1133,-7111,4611,17948,4418,17227,193,721,64,938,-1379,-8780,-1315,-7842,-11,10
33460,,,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,3690261,3692421,3690512,2160,-1909,10820,41501,7646,30718,3174,10783,164,2833,-1236,-15462,-1072,-12629,58,-63
33540,,,"Missoula, MT",Metropolitan Statistical Area,117922,118238,119533,316,1295,295,1032,290,1070,5,-38,9,105,302,1220,311,1325,0,8
33660,,,"Mobile, AL",Metropolitan Statistical Area,430197,429546,428220,-651,-1326,1277,5232,1502,5695,-225,-463,7,113,-427,-1057,-420,-944,-6,81
33700,,,"Modesto, CA",Metropolitan Statistical Area,552878,552710,552999,-168,289,1755,7180,1346,5094,409,2086,-12,-50,-592,-1870,-604,-1920,27,123
33740,,,"Monroe, LA",Metropolitan Statistical Area,207104,206557,204884,-547,-1673,600,2446,698,2727,-98,-281,0,47,-450,-1456,-450,-1409,1,17
33780,,,"Monroe, MI",Metropolitan Statistical Area,154809,154796,155274,-13,478,364,1453,456,1834,-92,-381,0,15,88,831,88,846,-9,13
33860,,,"Montgomery, AL",Metropolitan Statistical Area,386047,385738,385798,-309,60,1130,4727,1079,4404,51,323,-1,139,-365,-424,-366,-285,6,22
34060,,,"Morgantown, WV",Metropolitan Statistical Area,140038,140092,140745,54,653,389,1347,320,1302,69,45,12,213,-26,366,-14,579,-1,29
34100,,,"Morristown, TN",Metropolitan Statistical Area,142709,142830,143855,121,1025,342,1422,597,2180,-255,-758,0,16,383,1774,383,1790,-7,-7
34580,,,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,129523,129852,130696,329,844,341,1340,339,1555,2,-215,17,131,318,921,335,1052,-8,7
34620,,,"Muncie, IN",Metropolitan Statistical Area,111903,111669,111871,-234,202,255,1003,433,1502,-178,-499,-2,35,-51,654,-53,689,-3,12
34740,,,"Muskegon, MI",Metropolitan Statistical Area,175824,175817,176511,-7,694,464,1874,496,2180,-32,-306,0,24,29,956,29,980,-4,20
34820,,,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,487722,491582,509794,3860,18212,982,3975,1628,7396,-646,-3421,0,170,4544,21751,4544,21921,-38,-288
34900,,,"Napa, CA",Metropolitan Statistical Area,138019,137608,136207,-411,-1401,289,1214,307,1399,-18,-185,-2,-26,-386,-1196,-388,-1222,-5,6
34940,,,"Naples-Marco Island, FL",Metropolitan Statistical Area,375752,377079,385980,1327,8901,777,3036,1034,4761,-257,-1725,79,708,1581,10016,1660,10724,-76,-98
34980,,,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,1989519,1995343,2012476,5824,17133,5765,23478,4805,19182,960,4296,31,906,4756,12328,4787,13234,77,-397
35100,,,"New Bern, NC",Metropolitan Statistical Area,122168,121988,122273,-180,285,368,1413,395,1635,-27,-222,6,-6,-152,511,-146,505,-7,2
35300,,,"New Haven-Milford, CT",Metropolitan Statistical Area,864835,863498,863700,-1337,202,2011,7980,2440,9516,-429,-1536,92,950,-984,619,-892,1569,-16,169
35380,,,"New Orleans-Metairie, LA",Metropolitan Statistical Area,1271845,1270366,1261726,-1479,-8640,3514,14626,3528,14530,-14,96,58,1241,-1508,-9824,-1450,-8583,-15,-153
35620,,,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,20140470,20096413,19768458,-44057,-327955,54681,215362,42342,177015,12339,38347,1161,23681,-57724,-385455,-56563,-361774,167,-4528
35660,,,"Niles, MI",Metropolitan Statistical Area,154316,154095,153101,-221,-994,377,1564,509,2027,-132,-463,0,64,-80,-610,-80,-546,-9,15
35840,,,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,833716,837107,859760,3391,22653,1463,6144,3091,12787,-1628,-6643,33,505,5141,29186,5174,29691,-155,-395
35980,,,"Norwich-New London, CT",Metropolitan Statistical Area,268555,268248,268805,-307,557,623,2325,709,2938,-86,-613,11,208,-220,921,-209,1129,-12,41
36100,,,"Ocala, FL",Metropolitan Statistical Area,375908,377370,385915,1462,8545,795,3442,1669,6192,-874,-2750,-2,109,2388,11331,2386,11440,-50,-145
36140,,,"Ocean City, NJ",Metropolitan Statistical Area,95263,95077,95661,-186,584,196,749,327,1430,-131,-681,2,5,-42,1267,-40,1272,-15,-7
36220,,,"Odessa, TX",Metropolitan Statistical Area,165171,165467,161091,296,-4376,750,3059,368,1467,382,1592,3,134,-105,-6012,-102,-5878,16,-90
36260,,,"Ogden-Clearfield, UT",Metropolitan Statistical Area,694863,696620,706696,1757,10076,2391,9207,1287,4895,1104,4312,-5,54,608,5627,603,5681,50,83
36420,,,"Oklahoma City, OK",Metropolitan Statistical Area,1425695,1428709,1441647,3014,12938,4213,17025,3738,14913,475,2112,39,507,2459,10224,2498,10731,41,95
36500,,,"Olympia-Lacey-Tumwater, WA",Metropolitan Statistical Area,294793,295729,297977,936,2248,758,2904,729,2818,29,86,0,65,912,2064,912,2129,-5,33
36540,,,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,967604,968493,971637,889,3144,3103,12052,2224,8787,879,3265,16,492,-27,-731,-11,-239,21,118
36740,,,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,2673376,2677687,2691925,4311,14238,6759,28048,5793,23571,966,4477,601,5920,2701,4019,3302,9939,43,-178
36780,,,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,171730,171646,171623,-84,-23,472,1662,510,1801,-38,-139,-2,73,-42,6,-44,79,-2,37
36980,,,"Owensboro, KY",Metropolitan Statistical Area,121559,121497,121227,-62,-270,314,1392,406,1486,-92,-94,0,33,34,-232,34,-199,-4,23
37100,,,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,843843,842921,839784,-922,-3137,2067,8380,1753,7178,314,1202,-42,-176,-1196,-4278,-1238,-4454,2,115
37340,,,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,606612,608007,616628,1395,8621,1218,4938,2252,8659,-1034,-3721,5,205,2477,12265,2482,12470,-53,-128
37460,,,"Panama City, FL",Metropolitan Statistical Area,175216,174461,179168,-755,4707,445,1908,525,2238,-80,-330,-2,104,-669,5001,-671,5105,-4,-68
37620,,,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,89490,89179,88687,-311,-492,207,867,382,1329,-175,-462,0,8,-130,-54,-130,-46,-6,16
37860,,,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,509905,511557,516388,1652,4831,1380,5545,1587,6283,-207,-738,18,94,1836,5483,1854,5577,5,-8
37900,,,"Peoria, IL",Metropolitan Statistical Area,402391,401160,398224,-1231,-2936,1120,4353,1308,5024,-188,-671,0,122,-1037,-2417,-1037,-2295,-6,30
37980,,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,6245051,6241983,6228601,-3068,-13382,15951,64631,16534,67816,-583,-3185,308,4140,-2708,-14763,-2400,-10623,-85,426
38060,,,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,4845832,4867925,4946145,22093,78220,12592,53798,11018,45656,1574,8142,26,3247,20344,66850,20370,70097,149,-19
38220,,,"Pine Bluff, AR",Metropolitan Statistical Area,87751,87234,86412,-517,-822,210,920,316,1201,-106,-281,0,41,-409,-582,-409,-541,-2,0
38300,,,"Pittsburgh, PA",Metropolitan Statistical Area,2370930,2367293,2353538,-3637,-13755,5614,21866,8200,32704,-2586,-10838,54,865,-945,-3993,-891,-3128,-160,211
38340,,,"Pittsfield, MA",Metropolitan Statistical Area,129026,128758,128657,-268,-101,251,865,423,1663,-172,-798,0,68,-81,616,-81,684,-15,13
38540,,,"Pocatello, ID",Metropolitan Statistical Area,94896,95056,96213,160,1157,287,1163,257,938,30,225,2,20,126,907,128,927,2,5
38860,,,"Portland-South Portland, ME",Metropolitan Statistical Area,551740,552089,556893,349,4804,1213,4707,1613,6349,-400,-1642,30,558,747,5878,777,6436,-28,10
38900,,,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,2512859,2516230,2511612,3371,-4618,6345,24116,5633,22556,712,1560,71,1127,2567,-7441,2638,-6314,21,136
38940,,,"Port St. Lucie, FL",Metropolitan Statistical Area,487657,489804,503521,2147,13717,1024,4232,1629,6930,-605,-2698,12,297,2795,16348,2807,16645,-55,-230
39100,,,"Poughkeepsie-Newburgh-Middletown, NY",Metropolitan Statistical Area,697221,697064,701637,-157,4573,1966,7558,1582,6533,384,1025,6,245,-552,3231,-546,3476,5,72
39150,,,"Prescott Valley-Prescott, AZ",Metropolitan Statistical Area,236209,237067,242253,858,5186,388,1740,917,3729,-529,-1989,2,-19,1430,7287,1432,7268,-45,-93
39300,,,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,1676579,1675401,1675774,-1178,373,3874,15127,4720,18481,-846,-3354,56,1077,-342,2427,-286,3504,-46,223
39340,,,"Provo-Orem, UT",Metropolitan Statistical Area,671185,674967,697141,3782,22174,3073,11558,886,3226,2187,8332,-8,284,1516,13628,1508,13912,87,-70
39380,,,"Pueblo, CO",Metropolitan Statistical Area,168162,168467,169622,305,1155,431,1723,590,2283,-159,-560,0,13,470,1699,470,1712,-6,3
39460,,,"Punta Gorda, FL",Metropolitan Statistical Area,186847,187960,194843,1113,6883,259,1002,831,3500,-572,-2498,6,120,1728,9406,1734,9526,-49,-145
39540,,,"Racine, WI",Metropolitan Statistical Area,197727,197440,196896,-287,-544,511,2175,588,2231,-77,-56,-1,48,-207,-571,-208,-523,-2,35
39580,,,"Raleigh-Cary, NC",Metropolitan Statistical Area,1413982,1420225,1448411,6243,28186,3821,15478,2575,10535,1246,4943,108,1536,4797,21743,4905,23279,92,-36
39660,,,"Rapid City, SD",Metropolitan Statistical Area,139074,139328,141979,254,2651,414,1665,389,1469,25,196,2,90,229,2379,231,2469,-2,-14
39740,,,"Reading, PA",Metropolitan Statistical Area,428849,428694,429342,-155,648,1135,4484,1188,4792,-53,-308,39,389,-130,487,-91,876,-11,80
39820,,,"Redding, CA",Metropolitan Statistical Area,182155,181893,182139,-262,246,465,1826,633,2480,-168,-654,1,53,-82,834,-81,887,-13,13
39900,,,"Reno, NV",Metropolitan Statistical Area,490596,491494,497535,898,6041,1230,5047,1237,5002,-7,45,3,147,901,5841,904,5988,1,8
40060,,,"Richmond, VA",Metropolitan Statistical Area,1314434,1315734,1324062,1300,8328,3485,14014,3468,13813,17,201,63,1334,1223,6788,1286,8122,-3,5
40140,,,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,4599839,4605504,4653105,5665,47601,13101,54288,10713,41108,2388,13180,-84,-873,3198,34859,3114,33986,163,435
40220,,,"Roanoke, VA",Metropolitan Statistical Area,315251,315057,314496,-194,-561,765,3068,1049,4254,-284,-1186,7,202,108,420,115,622,-25,3
40340,,,"Rochester, MN",Metropolitan Statistical Area,226329,226515,227151,186,636,674,2644,456,2013,218,631,2,229,-33,-260,-31,-31,-1,36
40380,,,"Rochester, NY",Metropolitan Statistical Area,1090135,1088776,1084973,-1359,-3803,2793,10515,3054,12121,-261,-1606,37,583,-1098,-2938,-1061,-2355,-37,158
40420,,,"Rockford, IL",Metropolitan Statistical Area,338798,338184,336278,-614,-1906,1009,3786,1004,3907,5,-121,-1,105,-616,-1933,-617,-1828,-2,43
40580,,,"Rocky Mount, NC",Metropolitan Statistical Area,143870,143724,143535,-146,-189,367,1591,567,2003,-200,-412,-1,22,60,180,59,202,-5,21
40660,,,"Rome, GA",Metropolitan Statistical Area,98584,98593,98771,9,178,248,1076,320,1349,-72,-273,4,86,79,346,83,432,-2,19
40900,,,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,2397382,2399351,2411428,1969,12077,6294,25248,5189,21822,1105,3426,122,1362,748,6963,870,8325,-6,326
40980,,,"Saginaw, MI",Metropolitan Statistical Area,190124,189831,189591,-293,-240,502,2021,650,2545,-148,-524,-1,31,-135,227,-136,258,-9,26
41060,,,"St. Cloud, MN",Metropolitan Statistical Area,199671,199687,200406,16,719,649,2443,481,1794,168,649,8,318,-163,-286,-155,32,3,38
41100,,,"St. George, UT",Metropolitan Statistical Area,180279,181924,191226,1645,9302,522,2138,441,1901,81,237,-1,-1,1569,9205,1568,9204,-4,-139
41140,,,"St. Joseph, MO-KS",Metropolitan Statistical Area,121467,121181,120424,-286,-757,356,1417,417,1555,-61,-138,1,45,-222,-670,-221,-625,-4,6
41180,,,"St. Louis, MO-IL",Metropolitan Statistical Area,2820253,2818267,2809299,-1986,-8968,7634,30080,8382,33414,-748,-3334,68,1437,-1266,-7277,-1198,-5840,-40,206
41420,,,"Salem, OR",Metropolitan Statistical Area,433353,434065,436283,712,2218,1220,4772,1125,4385,95,387,4,10,612,1761,616,1771,1,60
41500,,,"Salinas, CA",Metropolitan Statistical Area,439035,438500,437325,-535,-1175,1436,5595,770,3128,666,2467,-46,-120,-1172,-3563,-1218,-3683,17,41
41540,,,"Salisbury, MD-DE",Metropolitan Statistical Area,418046,419397,429223,1351,9826,961,4175,1364,5978,-403,-1803,2,248,1787,11500,1789,11748,-35,-119
41620,,,"Salt Lake City, UT",Metropolitan Statistical Area,1257936,1259517,1263061,1581,3544,4097,16145,2191,8781,1906,7364,54,706,-454,-4629,-400,-3923,75,103
41660,,,"San Angelo, TX",Metropolitan Statistical Area,122888,123010,122344,122,-666,392,1521,324,1298,68,223,8,-4,46,-886,54,-890,0,1
41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,2558143,2566683,2601788,8540,35105,7498,30857,5583,22559,1915,8298,74,962,6422,25660,6496,26622,129,185
41740,,,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan Statistical Area,3298634,3297252,3286069,-1382,-11183,9284,37107,6314,26463,2970,10644,-112,718,-4293,-22867,-4405,-22149,53,322
41860,,,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,4749008,4739649,4623264,-9359,-116385,11879,46755,8558,37703,3321,9052,278,4985,-12995,-128870,-12717,-123885,37,-1552
41940,,,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,2000468,1995105,1952185,-5363,-42920,5227,20609,2970,13405,2257,7204,47,3520,-7763,-52932,-7716,-49412,96,-712
42020,,,"San Luis Obispo-Paso Robles, CA",Metropolitan Statistical Area,282424,282231,283159,-193,928,626,2357,687,2671,-61,-314,0,-24,-110,1233,-110,1209,-22,33
42100,,,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,270861,270353,267792,-508,-2561,590,2258,465,2226,125,32,-5,-6,-623,-2596,-628,-2602,-5,9
42140,,,"Santa Fe, NM",Metropolitan Statistical Area,154823,154977,155201,154,224,271,1140,351,1542,-80,-402,4,100,249,526,253,626,-19,0
42200,,,"Santa Maria-Santa Barbara, CA",Metropolitan Statistical Area,448229,448096,446475,-133,-1621,1419,5303,909,3632,510,1671,7,91,-653,-3418,-646,-3327,3,35
42220,,,"Santa Rosa-Petaluma, CA",Metropolitan Statistical Area,488863,488345,485887,-518,-2458,1140,4290,1144,4933,-4,-643,-13,8,-468,-1888,-481,-1880,-33,65
42340,,,"Savannah, GA",Metropolitan Statistical Area,404798,405053,410008,255,4955,1157,4800,941,3955,216,845,5,241,31,3885,36,4126,3,-16
42540,,,"Scranton--Wilkes-Barre, PA",Metropolitan Statistical Area,567559,566574,567750,-985,1176,1322,5325,2105,8059,-783,-2734,8,475,-175,3402,-167,3877,-35,33
42660,,,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,4018762,4024730,4011553,5968,-13177,11097,42924,7955,32189,3142,10735,423,7320,2248,-31489,2671,-24169,155,257
42680,,,"Sebastian-Vero Beach, FL",Metropolitan Statistical Area,159788,160345,163662,557,3317,280,1237,633,2563,-353,-1326,1,129,941,4566,942,4695,-32,-52
42700,,,"Sebring-Avon Park, FL",Metropolitan Statistical Area,101235,101222,103296,-13,2074,177,784,524,1880,-347,-1096,10,115,350,3098,360,3213,-26,-43
43100,,,"Sheboygan, WI",Metropolitan Statistical Area,118034,117937,117747,-97,-190,292,1158,349,1353,-57,-195,0,26,-35,-43,-35,-17,-5,22
43300,,,"Sherman-Denison, TX",Metropolitan Statistical Area,135543,136014,139336,471,3322,396,1500,420,1806,-24,-306,2,14,494,3655,496,3669,-1,-41
43340,,,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,393406,392525,389155,-881,-3370,1166,4893,1164,5082,2,-189,-3,118,-880,-3298,-883,-3180,0,-1
43420,,,"Sierra Vista-Douglas, AZ",Metropolitan Statistical Area,125447,125398,126050,-49,652,283,1291,404,1582,-121,-291,7,57,77,875,84,932,-12,11
43580,,,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,149940,149743,149265,-197,-478,508,1978,483,1549,25,429,4,156,-229,-1079,-225,-923,3,16
43620,,,"Sioux Falls, SD",Metropolitan Statistical Area,276730,277458,281958,728,4500,966,3623,679,2313,287,1310,26,496,405,2678,431,3174,10,16
43780,,,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,324501,324112,323695,-389,-417,976,3740,956,3850,20,-110,4,242,-409,-605,-405,-363,-4,56
